Geography,Geographic Area Name,Estimate!!SEX AND AGE!!Total population,Estimate!!RACE!!Total population!!One race!!White,Estimate!!RACE!!Total population!!One race!!Black or African American,Estimate!!RACE!!Total population!!One race!!Asian,Estimate!!HISPANIC OR LATINO AND RACE!!Total population,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)
8600000US11717,ZCTA5 11717,62888,32122,9318,1329,62888,45267
8600000US11718,ZCTA5 11718,3070,2785,94,4,3070,210
8600000US11719,ZCTA5 11719,3209,2656,226,16,3209,489
8600000US11720,ZCTA5 11720,28773,23234,1554,1999,28773,4120
8600000US11721,ZCTA5 11721,6258,5725,156,237,6258,299
8600000US11722,ZCTA5 11722,34139,15969,8152,1171,34139,17472
8600000US11724,ZCTA5 11724,3089,2493,0,192,3089,369
8600000US11725,ZCTA5 11725,29229,26514,534,1461,29229,2132
8600000US11726,ZCTA5 11726,21012,10259,4170,246,21012,8527
8600000US11727,ZCTA5 11727,29262,20828,3646,1759,29262,5736
8600000US11729,ZCTA5 11729,25597,17814,2751,2878,25597,4126
8600000US11730,ZCTA5 11730,13335,11713,366,230,13335,2253
8600000US11731,ZCTA5 11731,30951,27848,528,1298,30951,2181
8600000US11732,ZCTA5 11732,3505,3104,128,120,3505,179
8600000US11733,ZCTA5 11733,17000,14217,227,1695,17000,1152
8600000US11735,ZCTA5 11735,33299,26540,1101,2945,33299,4415
8600000US11738,ZCTA5 11738,19364,15948,1516,701,19364,3818
8600000US11739,ZCTA5 11739,1307,1193,0,3,1307,139
8600000US11740,ZCTA5 11740,9321,7931,624,506,9321,420
8600000US11741,ZCTA5 11741,26245,23206,1260,938,26245,3420
8600000US11742,ZCTA5 11742,11968,10226,779,720,11968,1689
8600000US11743,ZCTA5 11743,42636,35326,2168,1193,42636,4752
8600000US11746,ZCTA5 11746,66518,48211,3745,6181,66518,12846
8600000US11747,ZCTA5 11747,18795,16280,536,1067,18795,854
8600000US11749,ZCTA5 11749,3315,1782,288,392,3315,1187
8600000US11751,ZCTA5 11751,13399,11808,287,260,13399,1697
8600000US11752,ZCTA5 11752,8821,7747,194,274,8821,1343
8600000US11753,ZCTA5 11753,13092,7508,97,4926,13092,275
8600000US11754,ZCTA5 11754,17861,16659,174,467,17861,1067
8600000US11755,ZCTA5 11755,12514,10711,202,768,12514,1513
8600000US11756,ZCTA5 11756,42856,33482,787,3837,42856,7064
8600000US11757,ZCTA5 11757,44130,36385,1962,744,44130,9078
8600000US11758,ZCTA5 11758,53034,47259,2852,547,53034,4285
8600000US11762,ZCTA5 11762,22263,20612,43,590,22263,1232
8600000US11763,ZCTA5 11763,28769,21727,3761,321,28769,7342
8600000US11764,ZCTA5 11764,13633,12563,58,161,13633,1801
8600000US11765,ZCTA5 11765,871,758,0,104,871,95
8600000US11766,ZCTA5 11766,11018,10585,71,262,11018,657
8600000US11767,ZCTA5 11767,15051,13539,276,638,15051,1782
8600000US11768,ZCTA5 11768,20903,19829,189,208,20903,1458
8600000US11769,ZCTA5 11769,8299,7517,505,11,8299,307
8600000US11770,ZCTA5 11770,65,65,0,0,65,0
8600000US11771,ZCTA5 11771,9517,8461,47,645,9517,1938
8600000US11772,ZCTA5 11772,46311,40484,1808,1158,46311,10395
8600000US11776,ZCTA5 11776,23578,20303,597,535,23578,4598
8600000US11777,ZCTA5 11777,9156,7972,199,763,9156,492
8600000US11778,ZCTA5 11778,11855,11242,80,53,11855,1428
8600000US11779,ZCTA5 11779,38091,30912,1720,3016,38091,6087
8600000US11780,ZCTA5 11780,15934,14347,292,816,15934,1163
8600000US11782,ZCTA5 11782,15057,14183,113,244,15057,628
8600000US11783,ZCTA5 11783,21285,20065,105,731,21285,1435
8600000US11784,ZCTA5 11784,25014,20013,1158,1668,25014,4041
8600000US11786,ZCTA5 11786,6225,5460,205,254,6225,599
8600000US11787,ZCTA5 11787,33837,30738,237,1446,33837,2141
8600000US11788,ZCTA5 11788,16693,13898,346,1663,16693,1854
8600000US11789,ZCTA5 11789,7496,6702,79,138,7496,554
8600000US11790,ZCTA5 11790,16099,11033,726,3763,16099,1072
8600000US11791,ZCTA5 11791,25776,16643,243,7803,25776,1113
8600000US11792,ZCTA5 11792,8413,8042,126,21,8413,614
8600000US11793,ZCTA5 11793,30601,28756,169,507,30601,3086
8600000US11794,ZCTA5 11794,3363,1069,441,1472,3363,279
8600000US11795,ZCTA5 11795,25062,23316,109,364,25062,2578
8600000US11796,ZCTA5 11796,4112,3886,44,70,4112,169
8600000US11797,ZCTA5 11797,8998,7130,196,1436,8998,285
8600000US11798,ZCTA5 11798,15636,2535,9455,235,15636,4318
8600000US11801,ZCTA5 11801,40179,23339,717,11789,40179,6276
8600000US11803,ZCTA5 11803,29208,23390,99,5090,29208,1293
8600000US11804,ZCTA5 11804,4639,3583,36,902,4639,201
8600000US11901,ZCTA5 11901,28760,20546,4171,542,28760,7371
8600000US11930,ZCTA5 11930,618,584,2,0,618,71
8600000US11931,ZCTA5 11931,84,84,0,0,84,0
8600000US11932,ZCTA5 11932,1099,807,228,47,1099,177
8600000US11933,ZCTA5 11933,6475,5549,573,204,6475,526
8600000US11934,ZCTA5 11934,7357,6609,230,175,7357,1263
8600000US11935,ZCTA5 11935,3008,2910,16,0,3008,142
8600000US11937,ZCTA5 11937,16672,13844,431,408,16672,5290
8600000US11939,ZCTA5 11939,1144,1112,13,0,1144,32
8600000US11940,ZCTA5 11940,4963,4659,40,97,4963,19
8600000US11941,ZCTA5 11941,1770,1676,36,0,1770,210
8600000US11942,ZCTA5 11942,5053,4746,17,175,5053,329
8600000US11944,ZCTA5 11944,4144,3450,237,45,4144,797
8600000US11946,ZCTA5 11946,15058,13188,155,39,15058,4425
8600000US11947,ZCTA5 11947,423,423,0,0,423,0
8600000US11948,ZCTA5 11948,670,670,0,0,670,215
8600000US11949,ZCTA5 11949,13457,11789,532,102,13457,975
8600000US11950,ZCTA5 11950,16130,12938,1403,184,16130,3560
8600000US11951,ZCTA5 11951,14756,12991,910,115,14756,2111
8600000US11952,ZCTA5 11952,5031,5015,16,0,5031,191
8600000US11953,ZCTA5 11953,14301,11143,2478,195,14301,1996
8600000US11954,ZCTA5 11954,3563,3344,16,3,3563,233
8600000US11955,ZCTA5 11955,3149,2835,97,142,3149,271
8600000US11956,ZCTA5 11956,353,337,4,0,353,12
8600000US11957,ZCTA5 11957,1023,988,5,4,1023,22
8600000US11958,ZCTA5 11958,683,683,0,0,683,144
8600000US11959,ZCTA5 11959,571,521,20,23,571,0
8600000US11960,ZCTA5 11960,721,721,0,0,721,10
8600000US11961,ZCTA5 11961,13701,11864,1074,328,13701,1379
8600000US11962,ZCTA5 11962,296,296,0,0,296,7
8600000US11963,ZCTA5 11963,6966,5893,150,290,6966,1088
8600000US11964,ZCTA5 11964,2287,2081,0,206,2287,0
8600000US11965,ZCTA5 11965,456,441,0,15,456,0
8600000US11967,ZCTA5 11967,29130,24510,2161,1333,29130,5457
8600000US11968,ZCTA5 11968,10778,8915,972,268,10778,1219
8600000US11970,ZCTA5 11970,391,364,0,27,391,0
8600000US11971,ZCTA5 11971,6073,5758,0,243,6073,686
8600000US11972,ZCTA5 11972,983,832,120,0,983,266
8600000US11973,ZCTA5 11973,37,11,23,3,37,0
8600000US11975,ZCTA5 11975,170,136,26,6,170,16
8600000US11976,ZCTA5 11976,1847,1560,14,65,1847,158
8600000US11977,ZCTA5 11977,2629,2338,13,178,2629,164
8600000US11978,ZCTA5 11978,2981,2462,76,62,2981,278
8600000US11980,ZCTA5 11980,5966,5517,289,44,5966,1124
8600000US12007,ZCTA5 12007,10,10,0,0,10,0
8600000US12008,ZCTA5 12008,542,538,0,0,542,0
8600000US12009,ZCTA5 12009,7690,6826,146,225,7690,428
8600000US12010,ZCTA5 12010,27556,22008,1293,311,27556,5876
8600000US12015,ZCTA5 12015,3347,2928,153,78,3347,246
8600000US12017,ZCTA5 12017,445,430,0,8,445,7
8600000US12018,ZCTA5 12018,7112,6951,21,17,7112,184
8600000US12019,ZCTA5 12019,14244,12903,154,684,14244,342
8600000US12020,ZCTA5 12020,33235,31498,238,795,33235,1344
8600000US12022,ZCTA5 12022,652,636,11,0,652,6
8600000US12023,ZCTA5 12023,2376,2322,13,17,2376,48
8600000US12024,ZCTA5 12024,0,0,0,0,0,0
8600000US12025,ZCTA5 12025,5331,5212,5,73,5331,95
8600000US12027,ZCTA5 12027,3996,3878,23,52,3996,65
8600000US12028,ZCTA5 12028,707,707,0,0,707,0
8600000US12029,ZCTA5 12029,1082,931,136,5,1082,22
8600000US12031,ZCTA5 12031,174,174,0,0,174,24
8600000US12032,ZCTA5 12032,753,672,0,66,753,0
8600000US12033,ZCTA5 12033,8152,7724,33,138,8152,424
8600000US12035,ZCTA5 12035,579,579,0,0,579,0
8600000US12036,ZCTA5 12036,252,250,0,2,252,0
8600000US12037,ZCTA5 12037,4489,3948,265,23,4489,160
8600000US12040,ZCTA5 12040,87,87,0,0,87,0
8600000US12041,ZCTA5 12041,681,646,0,0,681,10
8600000US12042,ZCTA5 12042,233,192,0,12,233,0
8600000US12043,ZCTA5 12043,8202,7436,311,55,8202,357
8600000US12045,ZCTA5 12045,449,445,4,0,449,24
8600000US12046,ZCTA5 12046,1103,1085,0,0,1103,18
8600000US12047,ZCTA5 12047,21453,17552,1295,1152,21453,1099
8600000US12051,ZCTA5 12051,6769,5208,1480,36,6769,692
8600000US12052,ZCTA5 12052,1921,1898,0,0,1921,4
8600000US12053,ZCTA5 12053,4611,4355,35,2,4611,206
8600000US12054,ZCTA5 12054,16948,15688,400,476,16948,426
8600000US12056,ZCTA5 12056,2543,2415,4,0,2543,232
8600000US12057,ZCTA5 12057,2176,2043,0,23,2176,39
8600000US12058,ZCTA5 12058,971,916,39,16,971,88
8600000US12059,ZCTA5 12059,1719,1699,4,9,1719,7
8600000US12060,ZCTA5 12060,1687,1658,0,22,1687,4
8600000US12061,ZCTA5 12061,9725,8584,143,537,9725,447
8600000US12062,ZCTA5 12062,1601,1546,0,9,1601,127
8600000US12063,ZCTA5 12063,770,770,0,0,770,0
8600000US12064,ZCTA5 12064,307,278,0,0,307,16
8600000US12065,ZCTA5 12065,42432,35993,1357,2621,42432,2109
8600000US12066,ZCTA5 12066,1837,1732,13,7,1837,24
8600000US12067,ZCTA5 12067,1554,1539,4,0,1554,9
8600000US12068,ZCTA5 12068,3029,2816,23,0,3029,236
8600000US12069,ZCTA5 12069,294,294,0,0,294,0
8600000US12070,ZCTA5 12070,1974,1935,13,26,1974,382
8600000US12071,ZCTA5 12071,319,319,0,0,319,0
8600000US12072,ZCTA5 12072,3065,2857,46,2,3065,160
8600000US12074,ZCTA5 12074,2957,2871,12,56,2957,21
8600000US12075,ZCTA5 12075,2530,2350,11,0,2530,155
8600000US12076,ZCTA5 12076,1188,1100,6,9,1188,88
8600000US12077,ZCTA5 12077,6488,5477,317,487,6488,194
8600000US12078,ZCTA5 12078,22956,20840,341,117,22956,952
8600000US12083,ZCTA5 12083,3830,3658,18,17,3830,109
8600000US12084,ZCTA5 12084,4806,2952,221,1411,4806,230
8600000US12085,ZCTA5 12085,430,344,30,0,430,0
8600000US12086,ZCTA5 12086,1379,1371,0,0,1379,81
8600000US12087,ZCTA5 12087,1069,980,0,0,1069,0
8600000US12089,ZCTA5 12089,61,61,0,0,61,0
8600000US12090,ZCTA5 12090,5931,5696,0,6,5931,202
8600000US12092,ZCTA5 12092,1008,1008,0,0,1008,4
8600000US12093,ZCTA5 12093,1602,1526,2,25,1602,18
8600000US12094,ZCTA5 12094,2260,2224,27,0,2260,108
8600000US12095,ZCTA5 12095,11986,11032,507,24,11986,441
8600000US12106,ZCTA5 12106,2299,2276,0,8,2299,97
8600000US12108,ZCTA5 12108,354,325,2,0,354,1
8600000US12110,ZCTA5 12110,21223,16597,1111,2162,21223,1299
8600000US12115,ZCTA5 12115,59,59,0,0,59,0
8600000US12116,ZCTA5 12116,1506,1506,0,0,1506,17
8600000US12117,ZCTA5 12117,3163,3107,7,0,3163,27
8600000US12118,ZCTA5 12118,16467,15261,121,606,16467,279
8600000US12120,ZCTA5 12120,733,724,9,0,733,18
8600000US12121,ZCTA5 12121,2110,2079,21,0,2110,197
8600000US12122,ZCTA5 12122,4137,3896,22,79,4137,174
8600000US12123,ZCTA5 12123,5120,4779,49,0,5120,24
8600000US12124,ZCTA5 12124,545,545,0,0,545,118
8600000US12125,ZCTA5 12125,1084,1054,0,22,1084,8
8600000US12130,ZCTA5 12130,892,892,0,0,892,0
8600000US12131,ZCTA5 12131,98,97,0,0,98,2
8600000US12132,ZCTA5 12132,352,277,0,0,352,0
8600000US12134,ZCTA5 12134,4232,4119,8,8,4232,170
8600000US12136,ZCTA5 12136,658,642,9,0,658,7
8600000US12137,ZCTA5 12137,1993,1969,20,0,1993,52
8600000US12138,ZCTA5 12138,3156,3097,15,7,3156,54
8600000US12139,ZCTA5 12139,142,119,0,0,142,0
8600000US12140,ZCTA5 12140,1681,1622,20,4,1681,0
8600000US12143,ZCTA5 12143,5032,4615,293,66,5032,6
8600000US12144,ZCTA5 12144,20604,17863,744,1007,20604,886
8600000US12147,ZCTA5 12147,495,491,4,0,495,0
8600000US12148,ZCTA5 12148,4143,3726,88,270,4143,127
8600000US12149,ZCTA5 12149,2358,2242,39,11,2358,40
8600000US12150,ZCTA5 12150,849,818,10,0,849,96
8600000US12151,ZCTA5 12151,1302,1268,7,4,1302,11
8600000US12153,ZCTA5 12153,809,717,0,42,809,0
8600000US12154,ZCTA5 12154,3249,3095,18,7,3249,54
8600000US12155,ZCTA5 12155,1979,1937,1,0,1979,42
8600000US12156,ZCTA5 12156,752,741,0,0,752,60
8600000US12157,ZCTA5 12157,4597,4199,93,61,4597,146
8600000US12158,ZCTA5 12158,6550,6031,109,143,6550,429
8600000US12159,ZCTA5 12159,7971,7270,68,432,7971,190
8600000US12160,ZCTA5 12160,841,784,24,8,841,27
8600000US12161,ZCTA5 12161,183,183,0,0,183,0
8600000US12164,ZCTA5 12164,402,400,2,0,402,0
8600000US12165,ZCTA5 12165,200,200,0,0,200,0
8600000US12166,ZCTA5 12166,1145,1114,0,0,1145,19
8600000US12167,ZCTA5 12167,2663,2553,29,53,2663,71
8600000US12168,ZCTA5 12168,1993,1993,0,0,1993,0
8600000US12169,ZCTA5 12169,353,319,0,0,353,0
8600000US12170,ZCTA5 12170,5034,4693,34,0,5034,324
8600000US12172,ZCTA5 12172,187,187,0,0,187,0
8600000US12173,ZCTA5 12173,2139,2051,11,0,2139,108
8600000US12174,ZCTA5 12174,526,498,0,0,526,13
8600000US12175,ZCTA5 12175,639,592,3,13,639,36
8600000US12176,ZCTA5 12176,373,363,0,0,373,13
8600000US12177,ZCTA5 12177,547,535,0,12,547,0
8600000US12180,ZCTA5 12180,53181,38599,7219,2400,53181,4320
8600000US12182,ZCTA5 12182,13886,10586,1609,118,13886,917
8600000US12183,ZCTA5 12183,2647,2112,246,35,2647,339
8600000US12184,ZCTA5 12184,6762,6062,120,63,6762,461
8600000US12185,ZCTA5 12185,2007,1985,0,4,2007,19
8600000US12186,ZCTA5 12186,6190,5902,34,64,6190,88
8600000US12187,ZCTA5 12187,519,502,9,0,519,17
8600000US12188,ZCTA5 12188,11774,11173,75,223,11774,517
8600000US12189,ZCTA5 12189,17945,13578,1303,1468,17945,1069
8600000US12190,ZCTA5 12190,687,684,3,0,687,0
8600000US12192,ZCTA5 12192,1778,1754,2,0,1778,101
8600000US12193,ZCTA5 12193,1888,1879,0,9,1888,0
8600000US12194,ZCTA5 12194,122,121,0,0,122,0
8600000US12195,ZCTA5 12195,245,245,0,0,245,0
8600000US12196,ZCTA5 12196,4072,4031,38,0,4072,22
8600000US12197,ZCTA5 12197,2139,2040,17,0,2139,127
8600000US12198,ZCTA5 12198,7119,6792,8,60,7119,229
8600000US12202,ZCTA5 12202,7753,2541,4125,239,7753,862
8600000US12203,ZCTA5 12203,30837,22753,3235,2369,30837,1713
8600000US12204,ZCTA5 12204,7497,3031,2525,929,7497,535
8600000US12205,ZCTA5 12205,26039,21346,1314,2128,26039,988
8600000US12206,ZCTA5 12206,15537,4885,6972,1456,15537,2366
8600000US12207,ZCTA5 12207,2264,793,1287,17,2264,161
8600000US12208,ZCTA5 12208,20517,14038,2808,1692,20517,1459
8600000US12209,ZCTA5 12209,10237,5246,2773,855,10237,1802
8600000US12210,ZCTA5 12210,11057,5207,4799,237,11057,765
8600000US12211,ZCTA5 12211,11227,9294,263,1236,11227,296
8600000US12222,ZCTA5 12222,6151,3855,1250,405,6151,1187
8600000US12302,ZCTA5 12302,27665,25601,611,503,27665,1085
8600000US12303,ZCTA5 12303,29416,20927,3334,1487,29416,2553
8600000US12304,ZCTA5 12304,20929,12913,3471,1437,20929,2003
